Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Fitted Doors ME,78 Glebe Ln ,ME16 9BA,Maidstone ,Kent England,01622 725649,07802 726060,NA,www.fitteddoors.co.uk,"Kitchens, Kitchen Suppliers, Kitchen Showrooms, Organisations, Home Office, Fitted Kitchen Doors, Kitchen Doors Made-to-Measure","Kitchens, Kitchen Suppliers, Kitchen Showrooms, Organisations, Home Office, Fitted Kitchen Doors, Kitchen Doors Made-to-Measure","Kitchens, Kitchen Suppliers, Kitchen Showrooms, Organisations, Home Office, Fitted Kitchen Doors, Kitchen Doors Made-to-Measure","Kitchens, Kitchen Suppliers, Kitchen Showrooms, Organisations, Home Office, Fitted Kitchen Doors, Kitchen Doors Made-to-Measure",NA,09:30 - 17:00,09:30 - 17:00,Closed,Closed,09:30 - 17:00,09:30 - 17:00,09:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fmaidstone.cylex-uk.co.uk%2Fcompany%2Ffitted-doors-me-25825367.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Harlequin Fitted Furniture Limited,SUITE 15 6-8 REVENGE ROAD ,ME5 8UD,Chatham ,Kent England,NA,NA,NA,,NA,NA,"Manufacture of Carpentry and Joinery, Manufacture of Kitchen Furniture, Kitchen Furniture Manufacturers",NA,"Manufacture of Carpentry and Joinery, Manufacture of Kitchen Furniture, Kitchen Furniture Manufacturers",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fchatham.cylex-uk.co.uk%2Fcompany%2Fharlequin-fitted-furniture-limited-21416497.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Magnet Kitchens,9 King Street ,ME14 1BA,Maidstone ,Kent England,01622 690970,NA,NA,www.magnet.co.uk/find-a-showroom/south-east/maidstone,NA,NA,NA,NA,Kitchen supply shop,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,Closed,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fmaidstone.cylex-uk.co.uk%2Fcompany%2Fmagnet-kitchens-16421491.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Oryx Design Limited,21 UPPER FANT ROAD ,ME16 8BP,Maidstone ,Kent England,NA,NA,NA,,NA,NA,"Manufacture of Kitchen Furniture, Kitchen Furniture Manufacturers",NA,"Manufacture of Kitchen Furniture, Kitchen Furniture Manufacturers",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fmaidstone.cylex-uk.co.uk%2Fcompany%2Foryx-design-limited-21860516.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Dream Doors - Maidstone,12 Pudding Lane ,ME14 1LN,Maidstone ,Kent England,01622 808698,NA,NA,www.dreamdoors.co.uk/kitchen-showrooms/maidstone,NA,Home & Garden Kitchens,Home & Garden Kitchens,NA,Home & Garden Kitchens,09:00 - 17:00,09:00 - 17:00,10:00 - 16:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fmaidstone.cylex-uk.co.uk%2Fcompany%2Fdream-doors---maidstone-23747729.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Alon Interiors Ltd,785 London Road ,ME20 6DE,Aylesford ,Kent England,01732 843900,NA,NA,aloninteriors.co.uk,"Kitchen Planning, Kitchen Showrooms, Kitchen Suppliers, Home Goods Store","Kitchen Planning, Kitchen Showrooms, Kitchen Suppliers, Home Goods Store","Kitchen Planning, Kitchen Showrooms, Kitchen Suppliers, Home Goods Store","Kitchen Planning, Kitchen Showrooms, Kitchen Suppliers, Home Goods Store","Kitchen Planning, Kitchen Showrooms, Kitchen Suppliers, Home Goods Store",09:00 - 17:00,09:00 - 17:00,10:00 - 16:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Faylesford.cylex-uk.co.uk%2Fcompany%2Falon-interiors-ltd-18859582.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
BLUE REEF (UK) LTD,27 Fernleigh Rise ,ME20 6BP,Ditton ,Kent England,NA,NA,NA,,NA,NA,"Manufacture of Kitchen Furniture, Kitchen Furniture Manufacturers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fditton.cylex-uk.co.uk%2Fcompany%2Fblue-reef--uk--ltd-21104329.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Fitted Kitchen Limited,"THE CORNER HOUSE, 2 HIGH STREET ",ME20 7BG,Aylesford ,Kent England,NA,NA,NA,,NA,NA,"Manufacture of Kitchen Furniture, Kitchen Furniture Manufacturers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faylesford.cylex-uk.co.uk%2Fcompany%2Fthe-fitted-kitchen-limited-22114916.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Howdens  - Aylesford,"Unit 2, Homefarm Estate, ",ME20 7QZ,Aylesford ,Kent England,01622 715655,01622 715699,NA,https://www.howdens.com/find-a-depot/aylesford,"Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link","Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link","Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link",NA,"Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link",08:00 - 17:00,08:00 - 17:00,08:00 - 12:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Faylesford.cylex-uk.co.uk%2Fcompany%2Fhowdens----aylesford-18830044.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Keemlaw Catering Compliments,9 Market Buildings ,ME14 1HP,Maidstone ,Kent England,01622 764632,01622 688664,NA,www.keemlaw.co.uk,NA,NA,"Retailers, Wholesalers, Kitchen Equipment, Kitchen Furniture Manufacturers",NA,"Retailers, Wholesalers, Kitchen Equipment, Kitchen Furniture Manufacturers",09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,09:30 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fmaidstone.cylex-uk.co.uk%2Fcompany%2Fkeemlaw-catering-compliments-23738255.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Wren Kitchens QUARRY WOOD,Aylesford Retail Park,ME20 7TP,Aylesford ,Kent England,01622 231420,NA,NA,www.wrenkitchens.com,Kitchens,Kitchens,Kitchens,Kitchens,NA,09:00 - 20:00,09:00 - 20:00,09:00 - 18:00,10:30 - 17:00,09:00 - 21:00,09:00 - 21:00,09:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Faylesford.cylex-uk.co.uk%2Fcompany%2Fwren-kitchens-quarry-wood-23846677.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Abacus Decor Kitchens & Bedrooms,"4 Appledore Court, ",ME16 0PA,Maidstone ,Kent England,01622 769777,NA,NA,http://www.abacus-decor.co.uk/,NA,NA,"Kitchen Remodellers, Flooring Contractors",NA,"Kitchen Remodellers, Flooring Contractors",Closed,10:00 - 16:00,09:00 - 17:00,Closed,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,https://api.scraperapi.com/?url=https%3A%2F%2Fmaidstone.cylex-uk.co.uk%2Fcompany%2Fabacus-decor-kitchens---bedrooms-23504751.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Lip Property Maintenance,2 Dalblair Rd ,KA7 1UL,Ayr ,South Ayrshire Scotland,01292 264169,07850 653349,NA,,Warehousing & Storage,Warehousing & Storage,Warehousing & Storage,NA,Warehousing & Storage,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Flip-property-maintenance-19912502.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
M H Crawford Joinery Ltd,30 Sunningdale Avenue ,KA7 4RQ,Ayr ,South Ayrshire Scotland,01292 440 112,NA,NA,,Warehousing & Storage,Warehousing & Storage,Warehousing & Storage,NA,Warehousing & Storage,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fm-h-crawford-joinery-ltd-19912503.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Acorn Shutters & Blinds,36 Crown Street ,KA8 8AG,Ayr ,South Ayrshire Scotland,01292 263503,NA,NA,www.acornshuttersandblinds.co.uk,"Shopping & Retail, Nonstore Retailers, Home Goods Store, Material, Canopy, Door Furnishings, Scraft Shutters","Shopping & Retail, Nonstore Retailers, Home Goods Store, Material, Canopy, Door Furnishings, Scraft Shutters","Shopping & Retail, Nonstore Retailers, Home Goods Store, Material, Canopy, Door Furnishings, Scraft Shutters",NA,NA,08:00 - 18:00,08:00 - 18:00,Closed,Closed,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Facorn-shutters---blinds-19214916.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Jewson,5 Green Street ,KA8 8AF,Ayr ,South Ayrshire Scotland,01292 268712,01292 611407,NA,www.jewson.co.uk,Quickstep,Quickstep,Quickstep,Quickstep,NA,07:30 - 17:00,07:30 - 17:00,08:00 - 12:00,Closed,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fjewson-17107098.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Apollo Blinds,8 Lorne Arcade ,KA7 1QL,Ayr ,South Ayrshire Scotland,01292 261838,NA,NA,www.apollo-blinds.co.uk,"duette, rollet, roman, shutter, venetian, vertical, wooden, calico, conservatory, cordless, Window Blinds, Conservatories, Awnings, Shutters","duette, rollet, roman, shutter, venetian, vertical, wooden, calico, conservatory, cordless, Window Blinds, Conservatories, Awnings, Shutters",NA,NA,NA,09:30 - 17:00,09:30 - 17:00,09:30 - 17:00,Closed,09:30 - 17:00,09:30 - 17:00,09:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fapollo-blinds-17050318.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Adam Mclaughlin Joinery Limited,2A Taylor Street ,KA8 8AU,Ayr ,South Ayrshire Scotland,01292 283234,07710 546445,01292 283904,www.joinery-ayrshire.co.uk,"Doors, PVCU windows, Staircases, Wooden Windows, Wooden Staircases, Sash Windows, Bespoke Furniture, UPVC Windows, Staircase Joinery","Doors, PVCU windows, Staircases, Wooden Windows, Wooden Staircases, Sash Windows, Bespoke Furniture, UPVC Windows, Staircase Joinery",NA,NA,"Doors, PVCU windows, Staircases, Wooden Windows, Wooden Staircases, Sash Windows, Bespoke Furniture, UPVC Windows, Staircase Joinery",08:30 - 16:30,08:30 - 16:30,Closed,Closed,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fadam-mclaughlin-joinery-limited-17083061.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
M R B Joinery,"Unit 3, ",KA8 8DG,Ayr ,South Ayrshire Scotland,07939 590330,NA,NA,http://www.mrbjoinery.co,NA,NA,"Door Suppliers, Window Suppliers",NA,"Door Suppliers, Window Suppliers",08:00 - 17:00,08:00 - 17:00,08:00 - 12:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fm-r-b-joinery-25807434.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caledonian Windows,13 Old Farm Rd ,KA8 9ST,Ayr ,South Ayrshire Scotland,01292 619111,NA,NA,http://www.caledonianwindows.co.uk,NA,"Window Suppliers, Door Suppliers","Window Suppliers, Door Suppliers",NA,"Window Suppliers, Door Suppliers",08:00 - 17:00,08:00 - 16:00,10:00 - 16:00,12:00 - 16:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fcaledonian-windows-17085445.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Jewson,"Unit 40 Mccalls Avenue, ",KA8 9AE,Ayr ,South Ayrshire Scotland,01292 269318,01292 611544,NA,www.jewson.co.uk,Quickstep,Quickstep,Quickstep,NA,NA,07:30 - 17:00,07:30 - 17:00,08:00 - 12:00,Closed,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fjewson-17110028.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Tom Callaghan Windows & Conservatories Ltd,"Unit 2, ",KA8 8BN,Ayr ,South Ayrshire Scotland,01292 288445,NA,NA,http://www.tomcallaghan.com/,NA,"Door Suppliers, Window Suppliers","Door Suppliers, Window Suppliers",NA,"Door Suppliers, Window Suppliers",09:00 - 17:00,09:00 - 16:00,10:00 - 16:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Ftom-callaghan-windows---conservatories-ltd-18882122.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
"LCS Workwear - Workwear, Corporate wear, & Embroidery Specialist Ayr",12 George St ,KA8 0BL,Ayr ,South Ayrshire Scotland,01292 270236,NA,NA,www.lcsembroidery.co.uk,NA,NA,NA,NA,NA,10:00 - 17:00,10:00 - 17:00,10:00 - 15:00,Closed,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Flcs-workwear---workwear--corporate-wear----embroidery-specialist-ayr-27152111.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rexel,Unit 4 Black Peebles Street ,KA8 8DT,Ayr ,South Ayrshire Scotland,01292 280880,01292 280882,NA,https://www.rexel.co.uk/,"Luminaire, Cabling Contractors, Industrial Equipment Suppliers, Wholesalers, Distributors, Quality, Specialist, Energy, Online, Expert, Fire Security, Stockists, Webshop, Branch, Energy Audit, Multi Channel, Electrical Tests, Security Systems Suppliers","Luminaire, Cabling Contractors, Industrial Equipment Suppliers, Wholesalers, Distributors, Quality, Specialist, Energy, Online, Expert, Fire Security, Stockists, Webshop, Branch, Energy Audit, Multi Channel, Electrical Tests, Security Systems Suppliers","Luminaire, Cabling Contractors, Industrial Equipment Suppliers, Wholesalers, Distributors, Quality, Specialist, Energy, Online, Expert, Fire Security, Stockists, Webshop, Branch, Energy Audit, Multi Channel, Electrical Tests, Security Systems Suppliers",NA,"Luminaire, Cabling Contractors, Industrial Equipment Suppliers, Wholesalers, Distributors, Quality, Specialist, Energy, Online, Expert, Fire Security, Stockists, Webshop, Branch, Energy Audit, Multi Channel, Electrical Tests, Security Systems Suppliers",07:00 - 17:30,07:00 - 17:30,Closed,Closed,07:00 - 17:30,07:00 - 17:30,07:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Frexel-26347666.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ayrshire Trade Frames Ltd,"Unit 37 Heathfield Ind Est, ",KA8 9DJ,Ayr ,,01292 737540,NA,NA,http://www.ayrshiretradeframes.co.uk,NA,"Door Suppliers, Window Suppliers","Door Suppliers, Window Suppliers",NA,"Door Suppliers, Window Suppliers",07:30 - 17:00,07:30 - 17:00,09:00 - 17:00,09:00 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fayrshire-trade-frames-ltd-26933335.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Dulux Decorator Centre - Ayr,1 Old Bridge Road ,KA8 9SX,Ayr ,South Ayrshire Scotland,01292 281726,01292 268699,NA,www.duluxdecoratorcentre.co.uk,"Paint Supplies, Floor Paint, Roller",NA,"Paint Supplies, Floor Paint, Roller",NA,NA,07:00 - 17:00,07:00 - 17:00,08:00 - 12:00,Closed,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fdulux-decorator-centre---ayr-17080111.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Kylemark Workwear,45 Green St ,KA8 8BQ,Ayr ,South Ayrshire Scotland,01292 618344,0800 756 0837,NA,www.kylemark.co.uk,NA,NA,Clothing Shops,NA,NA,08:30 - 17:00,08:30 - 17:00,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fkylemark-workwear-25855864.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Enercare Windows & Doors,2 Callander Road ,KA8 9AF,Ayr ,South Ayrshire Scotland,01292 266774,NA,NA,https://enercare.co.uk/,"Door Suppliers, Window Manufacturers, double glazing Ayr, windows and doors Ayrshire, Windows Ayrshire","Door Suppliers, Window Manufacturers, double glazing Ayr, windows and doors Ayrshire, Windows Ayrshire","Door Suppliers, Window Manufacturers, double glazing Ayr, windows and doors Ayrshire, Windows Ayrshire",NA,NA,09:00 - 17:00,09:00 - 16:00,09:30 - 14:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fenercare-windows---doors-26669298.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Toolstation Ayr,"5 Wallacetown Drive, Heathfield Industrial Estate",KA8 9FH,Ayr ,South Ayrshire Scotland,0330 333 3303,NA,NA,www.toolstation.com,"Hardware, Plumbing Supplies, Tools, Electrical Supplies, Drills, Drill Bits, Toolbox, Power Tools, Screws, Fixings, Plasterboard Fixings, Vice, Plumber Tools, Punch","Hardware, Plumbing Supplies, Tools, Electrical Supplies, Drills, Drill Bits, Toolbox, Power Tools, Screws, Fixings, Plasterboard Fixings, Vice, Plumber Tools, Punch","Hardware, Plumbing Supplies, Tools, Electrical Supplies, Drills, Drill Bits, Toolbox, Power Tools, Screws, Fixings, Plasterboard Fixings, Vice, Plumber Tools, Punch",NA,NA,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,09:00 - 16:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Ftoolstation-ayr-25324252.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Photo Wizard,14A Hope Street ,KA7 1LT,Ayr ,South Ayrshire Scotland,01292 286 936,NA,NA,,NA,"Textile Manufacturers, Warehousing & Storage","Textile Manufacturers, Warehousing & Storage",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fthe-photo-wizard-19912599.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Working Wardrobe,3 WELLINGTON SQUARE ,KA7 1EN,Ayr ,South Ayrshire Scotland,01563 549520,NA,NA,,"Safety Footwear, Embroidered Workwear, Workwear Clothing, Work Uniforms, The Working Wardrobe, Safety Hats",NA,"Safety Footwear, Embroidered Workwear, Workwear Clothing, Work Uniforms, The Working Wardrobe, Safety Hats",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fthe-working-wardrobe-19338495.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ayrshire Workwear,7 Old Bridge Street ,KA7 1QA,Ayr ,South Ayrshire Scotland,01292 268248,0870 840 2365,NA,www.ayrshireworkwear.co.uk/ayrshireworkwear/ayrshireworkwear.html,"Workwear Suppliers, Rainwear",NA,"Workwear Suppliers, Rainwear",NA,NA,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,Closed,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fayrshire-workwear-17061500.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Kylemark Embroidery Ltd,45 Green St ,KA8 8BQ,Ayr ,South Ayrshire Scotland,01292 618344,01292 618322,0800 756 0837,www.kylemark.co.uk,"Workwear and Uniforms, Chefs Clothing, Blouses, Miscellaneous Manufacturing, Manufacturing, Companies, Leisure Uniform",NA,"Workwear and Uniforms, Chefs Clothing, Blouses, Miscellaneous Manufacturing, Manufacturing, Companies, Leisure Uniform",NA,NA,08:30 - 17:00,08:30 - 17:00,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fkylemark-embroidery-ltd-16915853.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ds Property Management Limited,20 Cathcart Street ,KA7 1BJ,Ayr ,South Ayrshire Scotland,01292 618277,NA,NA,www.designstudioayr.co.uk,"Estate Agents, Real Estate, Decoration, Interior Designers, Furnishers, Space Planning, Furniture and Lighting Retail, Cookers, Stoves & Ovens - Retail & Suppliers","Estate Agents, Real Estate, Decoration, Interior Designers, Furnishers, Space Planning, Furniture and Lighting Retail, Cookers, Stoves & Ovens - Retail & Suppliers","Estate Agents, Real Estate, Decoration, Interior Designers, Furnishers, Space Planning, Furniture and Lighting Retail, Cookers, Stoves & Ovens - Retail & Suppliers","Estate Agents, Real Estate, Decoration, Interior Designers, Furnishers, Space Planning, Furniture and Lighting Retail, Cookers, Stoves & Ovens - Retail & Suppliers","Estate Agents, Real Estate, Decoration, Interior Designers, Furnishers, Space Planning, Furniture and Lighting Retail, Cookers, Stoves & Ovens - Retail & Suppliers",09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,Closed,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fds-property-management-limited-22243443.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Signrite Ltd,41C Green Street ,KA8 8BQ,Ayr ,South Ayrshire Scotland,01292 285908,01784 471694,01292 261539,www.kylemark.co.uk,"Logos, Embroidery Shop, Embroidery Designs, Sign Makers, Sign Writers, Staff, PPE, Embroidery Machines, Mascot, Handicrafts, Kylemark","Logos, Embroidery Shop, Embroidery Designs, Sign Makers, Sign Writers, Staff, PPE, Embroidery Machines, Mascot, Handicrafts, Kylemark","Logos, Embroidery Shop, Embroidery Designs, Sign Makers, Sign Writers, Staff, PPE, Embroidery Machines, Mascot, Handicrafts, Kylemark",NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fsignrite-ltd-17046036.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Eurotrade Windows Ltd,30 Waggon Road ,KA8 8BA,Ayr ,South Ayrshire Scotland,01292 288672,01292 618050,NA,www.eurotrade-ayr.co.uk,"Miscellaneous Manufacturing, Double Glazing Installers, Fully Installed or Supply Only","Miscellaneous Manufacturing, Double Glazing Installers, Fully Installed or Supply Only","Miscellaneous Manufacturing, Double Glazing Installers, Fully Installed or Supply Only",NA,"Miscellaneous Manufacturing, Double Glazing Installers, Fully Installed or Supply Only",08:00 - 17:00,08:00 - 17:00,08:30 - 14:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Feurotrade-windows-ltd-17072029.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Neweys Online Electrical Wholesaler - Ayr,"Unit 4, Black Peebles Street ",KA8 8DT,Ayr ,South Ayrshire Scotland,01292 280880,01292 280882,NA,www.rexel.co.uk/uki,"Electrical Equipment, Cable Tray, Test Instruments, Calibration and Repair","Electrical Equipment, Cable Tray, Test Instruments, Calibration and Repair","Electrical Equipment, Cable Tray, Test Instruments, Calibration and Repair",NA,NA,07:30 - 17:30,07:30 - 17:00,Closed,Closed,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fneweys-online-electrical-wholesaler---ayr-16777332.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
