Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Quicktaxrebates,PO BOX 117,CF82 9AZ,Hengoed ,Caerphilly Wales,01443879720,NA,NA,,NA,NA,"Accountants, Tax Advisor, Income Tax, Self Assessment Tax Return, Tax Refund, Tax Rebate, Tax, Industry, Cis, Subcontractors, Cis Tax Refund",NA,Construction Companies,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fhengoed.cylex-uk.co.uk%2Fcompany%2Fquicktaxrebates-17779768.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Fairview Labour Club,Cross Road Fairview ,NP12 3NS,Blackwood ,Caerphilly Wales,01443 830 435,NA,NA,,NA,NA,Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Ffairview-labour-club-19920171.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
OAKMAIN PROPERTIES HOLDINGS LIMITED,1 East Road ,CF82 7SU,Penallta Industrial Estate ,Caerphilly Wales,01443 810510,NA,NA,www.oakmain.co.uk,NA,NA,Membership Organisations,NA,NA,07:30 - 17:30,07:30 - 17:30,08:00 - 12:00,Closed,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fpenallta-industrial-estate.cylex-uk.co.uk%2Fcompany%2Foakmain-properties-holdings-limited-24845520.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Lindsay Constitutional Club,GELLIGAER ROAD ,CF82 7HL,Cefn Hengoed ,Caerphilly Wales,01443 814116,01443 812161,NA,,NA,Entertainment,"Social Club, Social Clubs & Associations, Leisure, Pubs, Sports, Bars, Associations, Social Services, Leisure Cultural, Clubs & Associations, Night Clubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcefn-hengoed.cylex-uk.co.uk%2Fcompany%2Flindsay-constitutional-club-14465098.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Air Training Corps,14 VALE VIEW ,CF82 7PW,Maesycwmmer ,Caerphilly Wales,01443 812594,NA,NA,,NA,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Youth Organisations & Centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fmaesycwmmer.cylex-uk.co.uk%2Fcompany%2Fair-training-corps-15561166.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Pontllanfraith Ex-Servicemans Club & Institute,"6, COMMERCIAL STREET, , BLACKWOOD ",NP12 2JY,Pontllanfraith ,Caerphilly Wales,01495 223101,01495 223101,NA,,NA,Entertainment,"Social Club, Social Clubs & Associations, Leisure, Pubs, Sports, Bars, Associations, Social Services, Leisure Cultural, Club, Clubs & Associations, Night Clubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpontllanfraith.cylex-uk.co.uk%2Fcompany%2Fpontllanfraith-ex-servicemans-club---institute-15674159.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Hot - Therm UK Ltd,"UNIT 1 WEST ROAD, PENALLTA INDUSTRIAL ESTATE ",CF82 7QZ,Hengoed ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Business Organisations, Non-Trading Company",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fhengoed.cylex-uk.co.uk%2Fcompany%2Fhot---therm-uk-ltd-22561663.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Hawkstage Limited,"Old Junction House Commercial Street, Pontllanfraith",NP12 2JY,Blackwood ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Business Organisations, Non-Trading Company",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Fhawkstage-limited-21421235.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rily Ltd,"RILY HOUSE, 55 STRYD HYWEL, HARRIS ",CF82 7DN,Ystrad Mynach ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Estate Agents, Business Organisations, Real Estate, Consultancy, Head Office, Corporate Head Office Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Frily-ltd-22800834.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Palace Bingo Club,BEDWLWYN ROAD ,CF82 7AA,Ystrad Mynach ,Caerphilly Wales,01443 814591,NA,NA,,NA,Entertainment,"Social Club, Social Clubs & Associations, Leisure, Sports, Associations, Social Services, Leisure Cultural, Club, Clubs & Associations",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fpalace-bingo-club-15669232.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Penallta Rugby Club,PENALLTA ROAD ,CF82 7GL,Ystrad Mynach ,Caerphilly Wales,01443 814066,NA,NA,,NA,NA,"Sports Club, Sports Association, Athletics Club, Sports Clubs and Associations, Associations",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fpenallta-rugby-club-15671092.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ystrad Mynach Sports & Social Club,38 PENALLTA ROAD ,CF82 7AN,Ystrad Mynach ,Caerphilly Wales,01443 816814,NA,NA,,NA,Entertainment,"Social Club, Social Clubs & Associations, Leisure, Sports, Associations, Leisure Cultural, Club, Clubs & Associations",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fystrad-mynach-sports---social-club-14727231.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ystrad Mynach Non-Political Club Ltd,23 BEDWLWYN ROAD ,CF82 7AA,Ystrad Mynach ,Caerphilly Wales,01443 814399,NA,NA,,NA,Entertainment,"Social Club, Social Clubs & Associations, Leisure, Pubs, Sports, Bars, Associations, Social Services, Leisure Cultural, Club, Clubs & Associations, Night Clubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fystrad-mynach-non-political-club-ltd-14727230.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Swan Rescue (South Wales),"20, HIGH CROSS DRIVE ",NP10 9AB,Rogerstone ,Newport Wales,01633 895241,01633 895241,NA,www.swanrescue.org.uk,NA,NA,"Animal Welfare, Animal Welfare Organisations, Animal Rights, Animal Welfare Society",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Frogerstone.cylex-uk.co.uk%2Fcompany%2Fswan-rescue--south-wales--15693972.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Royal Society for the Prevention of Cruelty to Animals (RSPCA) MERTHYR TYDFIL,The Willows,CF48 1YF,Merthyr Tydfil ,Merthyr Tydfil Wales,0300 123 0725,NA,NA,www.rspca.org.uk/home,NA,"Veterinary care, Animal rescue, Investigating cruelty",Animal Welfare Charity,NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fmerthyr-tydfil.cylex-uk.co.uk%2Fcompany%2Fthe-royal-society-for-the-prevention-of-cruelty-to-animals--rspca--merthyr-tydfil-19094007.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Disability CANDO,1 Bryn Ln ,NP12 2PG,Blackwood ,Caerphilly Wales,01495 233555,NA,NA,disabilitycando.business.site,NA,NA,"Charitable & Voluntary Organisations, Non-Profit Organisation, Charity Organizations, Other",NA,NA,09:00 - 17:00,09:00 - 14:30,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Fdisability-cando-23834056.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Merthyr Netherland Rabbit Rescue,9 ARTHUR STREET ,CF48 4DG,Pentrebach ,Merthyr Tydfil Wales,01443 692542,NA,NA,,NA,NA,"Animal Welfare, Animal Welfare Organisations",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpentrebach-merthyr-tydfil.cylex-uk.co.uk%2Fcompany%2Fmerthyr-netherland-rabbit-rescue-15658954.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Animal Health,66 TY GLAS ROAD,CF14 5ZB,Llanishen ,Cardiff Wales,029 2076 8555,029 2076 8520,NA,www.gov.uk/government/organisations/animal-health-and-veterinary-laboratories-agency,NA,Environmental Protection,"Animal Welfare, Animal Health, Environment, Government Politics, Horticulture, Farming Services, Pollution Control, Rural Development, Rural Affairs, Natural Environment, Rural Communities, Farming Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fllanishen.cylex-uk.co.uk%2Fcompany%2Fanimal-health-15692370.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Fforest Uchaf Horse & Pony Centre,Fforest Uchaf Farm Maendy Road ,CF37 1PS,Penycoedcae ,Rhondda Cynon Taf Wales,01443 480327,01443 400110,NA,www.pitponies.co.uk,NA,Trips,"Coal, Animal Welfare Organisations, Animal Welfare Society, University, Farm, Horses, Animal, Welfare, Mining, Walking, Welsh, Valley, Ponies, Glamorgan, Mines, Lovers, Birthday Treats",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpenycoedcae.cylex-uk.co.uk%2Fcompany%2Ffforest-uchaf-horse---pony-centre-14359468.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Beacon Life and Learning Centre,"VENTURE HOUSE, PARC NAVIGATION ",CF45 4SN,Abercynon ,Rhondda Cynon Taf Wales,NA,NA,NA,,NA,NA,"Volunteering Opportunities, Animal Sanctuary",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fabercynon.cylex-uk.co.uk%2Fcompany%2Fbeacon-life-and-learning-centre-23015725.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
CENTRE FOR CITIZENSHIP ENTERPRISE AND GOVERNANCE LIMITED,Merthyr Vale,CF48 4RS,Merthyr Vale ,Merthyr Tydfil Wales,NA,NA,NA,,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fmerthyr-vale.cylex-uk.co.uk%2Fcompany%2Fcentre-for-citizenship-enterprise-and-governance-limited-24195653.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rt Training (South Wales) Ltd,"UNIT C, UPPER BOAT BUSINESS CENTRE ",CF37 5BP,Pontypridd ,Rhondda Cynon Taf Wales,NA,NA,NA,,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpontypridd.cylex-uk.co.uk%2Fcompany%2Frt-training--south-wales--ltd-20764922.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
SUPERSTARS IN THE MAKING LIMITED,"Highdale House, 7 Centre Court Main Avenue ",CF37 5YR,Treforest Industrial Estate ,Rhondda Cynon Taf Wales,NA,NA,NA,www.superstarsinthemaking.com,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Ftreforest-industrial-estate.cylex-uk.co.uk%2Fcompany%2Fsuperstars-in-the-making-limited-25701607.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council- Hengoed,DYFFRYN INDUSTRIAL ESTATE,CF82 7FP,Ystrad Mynach ,Caerphilly Wales,01443 863474,NA,NA,www.caerphilly.gov.uk,NA,NA,"Council, Council Tax, Community Safety, Council Tax Benefit, Family Placement, County Borough Council, Business Support, Social Services, Social Care, Building Control, Permits, Fostering, Environmental Health, Adoption, Government, Housing, Animal Welfare, Licences, Street Trading, Employee Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council--hengoed-17866820.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Cardiff Chamber Of Commerce,"COUNCIL BUILDINGS, NELSON ROAD",CF82 7WF,Ystrad Mynach ,Caerphilly Wales,01443 866260,NA,NA,,NA,NA,"Trade Associations, Chamber of Commerce, Business Advice, Marketing, Sales, Commerce, Customers, Database, Trades, Accredited, Chambers, International Trade, Vale of Glamorgan, Merthyr, Rhondda Cynon Taff, Customer Database, New Customers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fcardiff-chamber-of-commerce-15771242.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
All Creatures Great & Small,"3A, Fairwater Cwmbran Charity Shop ",NP44 4TA,Fairwater ,Torfaen Wales,01633 872 388,NA,NA,www.allcreaturesgreatandsmall.org.uk,NA,NA,"Animal Charities, Animal Sanctuary",NA,NA,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,Closed,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,https://api.scraperapi.com/?url=https%3A%2F%2Ffairwater-torfaen.cylex-uk.co.uk%2Fcompany%2Fall-creatures-great---small-20004085.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council,"Tredomen Business & Technology Centre, Tredomen Business Park ",CF82 7FN,Ystrad Mynach ,Caerphilly Wales,01443 815588,01443 866222,01443 866200,,NA,"Waste Collection, Waste Disposal, Recycling, Street Cleansing","Health Improvement, Urban Renewal, Family Placement, County Borough Council, Social Services, Social Care, Council Tax, Community Regeneration, Trading Standards, Council Tax Benefit, Fostering, Permits, Development Control, Adoption, Environmental Health, Business Support, Government, Housing, Council, Cemetery, Animal Welfare, Bereavement, Building Control, Community Safety, Licensing, Emergency Planning, Licences, Street Trading",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council-17866841.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
THE YOUTH DEVELOPMENT AGENCY LTD,Britannia House Caerphilly Business Park ,CF83 3GG,Caerphilly ,Caerphilly Wales,07863 612627,NA,NA,theyouthdevelopmentagency.com,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fcaerphilly.cylex-uk.co.uk%2Fcompany%2Fthe-youth-development-agency-ltd-25187094.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Panda Education & Training Ltd,"Britannia House, Van Rd ",CF83 3GG,Caerphilly ,Caerphilly Wales,029 2167 9037,07932 500907,07540 595483,,NA,NA,"Education, Vocational Education, Management Training, Community Education, Regions, Employability Training",NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fcaerphilly.cylex-uk.co.uk%2Fcompany%2Fpanda-education---training-ltd-23889328.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
CATERING TRAINING CONSULTANCY LIMITED,Mountain Ash,CF45 4SN,Abercynon ,Rhondda Cynon Taf Wales,NA,NA,NA,,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fabercynon.cylex-uk.co.uk%2Fcompany%2Fcatering-training-consultancy-limited-25466299.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council,"Tredomen House, Tredomen Park",CF82 7WF,Ystrad Mynach ,Caerphilly Wales,01443 866595,01443 863167,NA,www.caerphilly.gov.uk,NA,Wedding Planning,"Council, Council Tax, Community Safety, Council Tax Benefit, Arts Development, Family Placement, County Borough Council, Business Support, Social Services, Social Care, Public Services, Building Control, Permits, Fostering, Environmental Health, Community Education, Adoption, Local Business, Leisure, Government, Housing, Animal Welfare, Event Planners, Licences, Sports Development, Street Trading, School Improvement, Education Welfare Service",NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council-17866829.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
MUSCLE MEDICS LIMITED,"LLANOVER HOUSE, LLANOVER ROAD ",CF37 4DY,Pontypridd ,Rhondda Cynon Taf Wales,NA,NA,NA,,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpontypridd.cylex-uk.co.uk%2Fcompany%2Fmuscle-medics-limited-22073866.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
School Of Training Limited,TY MENTER NAVIGATION PARK ,CF45 4SN,Abercynon ,Rhondda Cynon Taf Wales,NA,NA,NA,,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fabercynon.cylex-uk.co.uk%2Fcompany%2Fschool-of-training-limited-22003723.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Beacon Support Ltd,Goitre Coed Road,CF46 5BB,Quakers Yard ,Merthyr Tydfil Wales,07837 518315,NA,NA,http://beacon-services.org?utm_source=yell&utm_medium=referral&utm_campaign=yell,NA,NA,"Private Schools, Faith Schools, Religious Schools",NA,"Child Development Centre, Trade School, Learning Centre, School Supplies, University, Learning Disabilities School, Faith School, Private School, Religious School, Adult Education School",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://api.scraperapi.com/?url=https%3A%2F%2Fquakers-yard.cylex-uk.co.uk%2Fcompany%2Fbeacon-support-ltd-26350401.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Qualtech Services Limited,London House 1 - 3 Penallta Road ,CF82 7AP,Ystrad Mynach ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Educational Services, Education, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fqualtech-services-limited-20728106.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Bamburgh Castle Golf Club,40 The Wynding ,NE69 7DE,Bamburgh ,Northumberland England,01668 214378,01668 214607,NA,www.bamburghcastlegolfclub.co.uk,NA,Weddings,"Golf Course, Golf Club, Golf Courses & Clubs, Golf, Pubs, Bars, Museum, Golfing, Golf Club Membership, Golf Players, Night Clubs, History, Courses & Professionals, Castle, Historic, Northumberland, Coast, Archaeology, Golfer, Visitor Attractions, Fortress",NA,NA,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbamburgh.cylex-uk.co.uk%2Fcompany%2Fbamburgh-castle-golf-club-14224128.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Stevens Heating,29 Yaverland Dr ,GU19 5DX,Bagshot ,Surrey England,07850 741221,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Fstevens-heating-26871393.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Nigel Jeffries Landscapes Ltd,30 Yaverland Dr ,GU19 5DX,Bagshot ,Surrey England,01276 476365,NA,NA,www.nigel-jeffries.co.uk,NA,NA,NA,NA,NA,07:00 - 17:30,07:00 - 17:30,Closed,Closed,07:00 - 17:30,07:00 - 17:30,07:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Fnigel-jeffries-landscapes-ltd-26738512.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Aminti Kids Ltd,8 Yaverland Drive ,GU19 5DX,Bagshot ,Surrey England,020 3488 2133,NA,NA,,"Dresses, Shirts, Skirts, Waistcoats, Party Dresses",We serve and deliver our products to all areas of the UK as well as worldwide.,"Children's Clothing Store, Children's & Babies' Clothes Shops, Clothing Shops, Business Support, Children's Clothing Boutique, African Dresses for Girls, African Print Dresses for Kids, African Print Shirts for Boys, African Skirts for Girls, Christmas Clothes for Girls, Clothes for Children Online, Cute Clothes for Little Girls, Girls Flared Dresses, Girls Party Dresses Online, Girls Skirts Online, Kids Apparel Online, Kids Dresses Online, Kids Party Wear Dresses for Girls, Kids Wear Online, Kids Wear UK, Unique Children Clothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Faminti-kids-ltd-25754101.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
ALF SCAFFOLDING LIMITED,125 Yaverland Drive ,GU19 5DZ,Bagshot ,Surrey England,NA,NA,NA,,NA,NA,Scaffolding Erectors,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Falf-scaffolding-limited-24024340.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rs Jones Roofing,88 Yaverland Drive ,GU19 5DY,Bagshot ,Surrey England,01276 471928,07798 587149,NA,rs-jones.co.uk,NA,"roof repair, roof extension, roof replacement, lead welding, slating, legworks, Roofing Services","Roofing Contractors, Slate Roof Replacing",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Frs-jones-roofing-19321379.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Nationwide Assessment Ltd,159 YAVERLAND DRIVE ,GU19 5DY,Bagshot ,Surrey England,NA,NA,NA,,NA,NA,"Research Organisations, Scientific and Technical Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Fnationwide-assessment-ltd-21821241.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Little Yews Management Limited,95 YAVERLAND DRIVE ,GU19 5DZ,Bagshot ,Surrey England,NA,NA,NA,,NA,NA,Private Households,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Flittle-yews-management-limited-21736914.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Funky Felines,33 Yaverland Drive ,GU19 5DX,Bagshot ,Surrey England,01276 475668,NA,NA,funky-felines.co.uk,NA,Pet Services,"Dog Toys, Cat Toys, Cat Accessories, Pet Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Ffunky-felines-22985947.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Vma Design Limited,165 YAVERLAND DRIVE ,GU19 5DY,Bagshot ,Surrey England,NA,NA,NA,,NA,"Joinery, Joinery Installation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbagshot.cylex-uk.co.uk%2Fcompany%2Fvma-design-limited-22188722.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
JELLY BEAN LTD,21 Ynysglyd Street,CF82 7ET,Ystrad Mynach ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Patent Leasing, Non-Financial Intangible Assets Leasing, Trademark Leasing",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fjelly-bean-ltd-24587421.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
P W Services,4 YNYSGLYD STREET ,CF82 7ET,Ystrad Mynach ,Caerphilly Wales,01443 815132,01443 815178,NA,,NA,NA,"Road Haulage, Haulage, Road Haulage Contractors, Road Haulage Transport, Road Transport, Haulage Contractors, Transportation & Logistics, Road Haulage Companies, Logistics, Transport & Logistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fp-w-services-15668921.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
