Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Country Kitchen,"1 Chapel Rd, ",NR34 7LT,Beccles ,Suffolk England,01502 675355,NA,NA,,NA,NA,"Tea Rooms, Vegetarian Restaurants, Sandwich Restaurants, Take-out Restaurants",NA,"Coffee Shop, Tea Room, Sandwich Restaurant, Take Out Restaurant, Vegetarian Restaurant, Butcher Shop, British Restaurant, Breakfast Restaurant",08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbeccles.cylex-uk.co.uk%2Fcompany%2Fcountry-kitchen-17259357.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Subway,3 Hamblin Road ,IP12 1DE,Woodbridge ,Suffolk England,01394 383756,NA,NA,http://www.subway.com,NA,NA,"Restaurants, Fast Food Restaurants, Sandwich Restaurants, Take-out Restaurants",NA,"Subway, Sandwich Restaurant, Fast Food Restaurant, Restaurant, Take Out Restaurant",07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,Open 24 Hours,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,https://api.scraperapi.com/?url=https%3A%2F%2Fwoodbridge.cylex-uk.co.uk%2Fcompany%2Fsubway-27136760.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Fleur Aldeburgh,166 High St ,IP15 5AQ,Aldeburgh ,Suffolk England,01728 454822,NA,NA,www.fleuraldeburgh.co.uk,"Clothing, Womenswear, Casual Wear, Footwear, Sandwiches",NA,"Women's Clothing Stores, Ladies Clothes Shops, Ladies Clothing, Women's Clothes, Designer Clothes, Clothing Shops, Footwear Store, Women's Shoes, Shoe Shops, Shopping & Retail, Shoes, Day Dresses",NA,"women's clothing store, shoe store, accessories store, shopping/retail",10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:30 - 16:30,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Faldeburgh.cylex-uk.co.uk%2Fcompany%2Ffleur-aldeburgh-22981934.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
M&S Marks and Spencer - Coatbridge,"Unit 4, Faraday Retail Park ",ML5 3SQ,Coatbridge ,North Lanarkshire Scotland,01236 429586,NA,NA,www.marksandspencer.com,"jeans, skirts, jackets, shoes, boots, perfume, slippers, suits, mattresses, cakes","Clothing & Home collection desk, Clothing & Home ordering, Flower & Plant ordering, Food ordering, Free Wi-Fi, Hamper ordering, M&S Cafe, Personalised Cake ordering, Wedding Cake ordering, Wine ordering","Clothing Shops, Ordering Wine","Baby changing facilities, Car parking, Toilets, Free WiFi",NA,08:00 - 20:00,08:00 - 20:00,08:00 - 19:00,09:00 - 18:30,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,https://api.scraperapi.com/?url=https%3A%2F%2Fcoatbridge.cylex-uk.co.uk%2Fcompany%2Fm-s-marks-and-spencer---coatbridge-23699343.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Thorndean Mini-Market,80 THORNDEAN AVENUE ,ML4 2LL,Bellshill ,North Lanarkshire Scotland,01698 843593,01865 515115,NA,www.uniteduk.co.uk,NA,NA,"Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Wine Stores, Wine Retailers, Shopping, Shops, Village Shop, General Store, Retail Shops, Off Sales, Shopping and Retail",NA,NA,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbellshill-north-lanarkshire.cylex-uk.co.uk%2Fcompany%2Fthorndean-mini-market-17078293.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Tesco Superstore,"Airdrie Retail Park, ",ML6 9JB,Airdrie ,North Lanarkshire Scotland,0345 671 9467,NA,NA,http://www.tesco.com/store-locator/uk/,NA,NA,"Supermarkets, Grocery Stores, Wine Stores, Bakery, Card Shops",NA,"Tesco, Supermarket, Convenience Store, Grocery Store, Produce Market",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,08:00 - 22:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,https://api.scraperapi.com/?url=https%3A%2F%2Fairdrie.cylex-uk.co.uk%2Fcompany%2Ftesco-superstore-20047129.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Thresher,191 MAIN STREET ,ML4 1AH,Bellshill ,North Lanarkshire Scotland,01698 740506,NA,NA,,"Wines, Beverages",NA,"Beer Retail, Wine Merchants, Wine Shop, Wine Sales, Liquor Stores, Wine Retailers, Beverage Store, Drinks",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbellshill-north-lanarkshire.cylex-uk.co.uk%2Fcompany%2Fthresher-18718083.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
William Grant & Sons Ltd,"Strathclyde Business Park, Phoenix Cresent, Bells Hills ",ML4 3AN,Strathclyde Business Park ,North Lanarkshire Scotland,01698 843843,01698 844788,NA,www.glenfiddich.com,"Beer, Spirits, Wines, Beverages",NA,"Beer Retail, Wine Merchants, Wine Shop, Wine Sales, Wine Retailers, Wine Retail, Beverage Store, Retail, Drinks, Wines Spirits Beer Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fstrathclyde-business-park.cylex-uk.co.uk%2Fcompany%2Fwilliam-grant---sons-ltd-17101951.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Drinks World,457 MAIN STREET ,ML4 1DA,Bellshill ,North Lanarkshire Scotland,01698 747399,NA,NA,,"Beer, Spirits, Wines, Beverages",NA,"Beer Retail, Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Off Licences & Wine Merchants, Wine Suppliers, Wines and Spirits, Wine Stores, Wine Retailers, Wine Retail, Beverage Store, Retailers, Wines Spirits Beer Retail, Off Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbellshill-north-lanarkshire.cylex-uk.co.uk%2Fcompany%2Fdrinks-world-17118999.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
West End Offlicence,"177, BANK STREET ",ML5 1HA,Coatbridge ,North Lanarkshire Scotland,01236 432299,020 8874 3100,NA,,"Beer, Wines, Vegetables",NA,"Beer Retail, Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Liquor Stores, Wine Stores, Wine Retailers, Beverage Store, Grocery, Greengrocers, Fruit, Off Sales, Grocery Stores, Grocery Shops",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcoatbridge.cylex-uk.co.uk%2Fcompany%2Fwest-end-offlicence-17144184.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Beach Bite,12 Beach Station Rd ,IP11 2DR,Felixstowe ,Suffolk England,01394 278797,NA,NA,www.facebook.com/beachbitesfelixstowe,"Sandwiches, Burgers, Ice Cream, Salads, Jacket Potatoes","baguettes, cafes & coffee shops, burgers, ice creams, internet access, jacket potatoes, outside catering, salads, sandwiches, smoothies, takeaway deliveries, wifi","Sandwich Shops & Delivery, Takeaway Delivery, Baguette",WiFi,NA,07:00 - 14:30,07:00 - 14:30,Closed,09:00 - 14:30,07:00 - 14:30,07:00 - 14:30,07:00 - 14:30,https://api.scraperapi.com/?url=https%3A%2F%2Ffelixstowe.cylex-uk.co.uk%2Fcompany%2Fbeach-bite-26255017.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Bottles Wines & Spirit,"THE CONTAINERBASE, GARTSHERRIE ROAD ",ML5 2DS,Coatbridge ,North Lanarkshire Scotland,01236 700 009,01236 700 009,NA,www.winesupply.co.uk/companies_biggar_ml12_0.html,NA,NA,"Wine Merchants, Buy Wine, Off-licence, Wine Sales, Beer Suppliers, Cider Suppliers, Wine Suppliers, Spirits Supplier",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcoatbridge.cylex-uk.co.uk%2Fcompany%2Fbottles-wines---spirit-20064948.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Wallaces Express,SOUTH CALDEEN ROAD ,ML5 4EG,Coatbridge ,North Lanarkshire Scotland,01236 432180,01236 421444,01236 436525,,"Spirits, Wines, Beverages",NA,"Wine Merchants, Buy Wine, Wine Sales, Alcoholic Beverages, Cash and Carry, Cash and Carry Wholesalers, Wholesale Products, Beer Suppliers, Cider Suppliers, Cash and Carry Warehouse, Wine Suppliers, Spirits Supplier, Beers and Spirits, Wholesale, Retail Pos, Retail Point of Sale",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcoatbridge.cylex-uk.co.uk%2Fcompany%2Fwallaces-express-17015370.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Dial-a-Drink,"9, PALACECRAIG STREET ",ML5 4RY,Coatbridge ,North Lanarkshire Scotland,01236 422343,NA,NA,,NA,NA,"Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Wine Stores, Wine Retailers, Off Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcoatbridge.cylex-uk.co.uk%2Fcompany%2Fdial-a-drink-17118663.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Jamil & Sons,499 Main Street ,ML5 3RX,Coatbridge ,North Lanarkshire Scotland,01236 429374,01236 421859,NA,,"Fresh Fruits, Spices, Dry Goods",NA,"Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Wine Stores, Wine Retailers, Retailers, Convenience Store, Greengrocers, Fresh Vegetables, Grocers, Off Sales, Grocery Stores",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcoatbridge.cylex-uk.co.uk%2Fcompany%2Fjamil---sons-19820151.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Fairdeal Stores,35 GARTLEA ROAD ,ML6 9JL,Airdrie ,North Lanarkshire Scotland,1236754526,NA,NA,,"Vegetables, Fresh Fruits, Spices, Dry Goods",NA,"Greengrocers, Fresh Vegetables, Grocery Stores, Grocery Shops, Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Off Sales, Wine Suppliers, Wine Stores, Wine Retailers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fairdrie.cylex-uk.co.uk%2Fcompany%2Ffairdeal-stores-18755097.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ministry of Booze,16 SOUTH BRIDGE STREET ,ML6 6JF,Airdrie ,North Lanarkshire Scotland,01236 770799,NA,NA,,"Beer, Spirits, Wines, Beverages",NA,"Beer Retail, Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Wines and Spirits, Wine Stores, Wine Retailers, Wine Retail, Beverage Store, Wines Spirits Beer Retail, Off Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fairdrie.cylex-uk.co.uk%2Fcompany%2Fministry-of-booze-17064485.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Winhall Minimarket,17 Burnfoot Road ,ML6 0JR,Airdrie ,North Lanarkshire Scotland,01236 768761,NA,NA,,NA,NA,"Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Wine Stores, Wine Retailers, Convenience Store, Corner Shop, Bodega, Off Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fairdrie.cylex-uk.co.uk%2Fcompany%2Fwinhall-minimarket-17136967.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
A & S Brothers,102 MOTHERWELL STREET ,ML6 7EJ,Airdrie ,North Lanarkshire Scotland,01236 751897,NA,NA,,"Beer, Spirits, Wines, Beverages",NA,"Beer Retail, Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Wine Suppliers, Wines and Spirits, Wine Stores, Wine Retailers, Wine Retail, Beverage Store, Wines Spirits Beer Retail, Off Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fairdrie.cylex-uk.co.uk%2Fcompany%2Fa---s-brothers-19907354.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Cairnhill Stores,126 Cairnhill Road ,ML6 9HD,Airdrie ,North Lanarkshire Scotland,01236 762763,020 7224 9854,NA,,"Vegetables, Fresh Fruits",NA,"Wine Merchants, Wine Shop, Buy Wine, Off-licence, Wine Sales, Off Licences & Wine Merchants, Wine Suppliers, Wine Stores, Wine Retailers, Retailers, Convenience Store, Food Products, Grocery, Bodega, Grocers, Fruit, Off Sales, Grocery Stores, Food Market, Grocery Shops",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fairdrie.cylex-uk.co.uk%2Fcompany%2Fcairnhill-stores-17133000.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barclays Bank PLC,27 Market Hill,IP13 9AW,Framlingham ,Suffolk England,0345 734 5345,NA,NA,www.barclays.co.uk,NA,"Barclays Bank Account, Barclays Personalised Card, Car Insurance, Credit cards, Home insurance, Instant Cash ISA, Life Insurance, Personal loans, Travel Insurance","Financial Services, Bank, Credit Card",NA,NA,09:30 - 16:30,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fframlingham.cylex-uk.co.uk%2Fcompany%2Fbarclays-bank-plc-13505935.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,The Crown Inn Car Park ,IP13 6EL,Ufford ,Suffolk England,3457223344,NA,NA,www.postoffice.co.uk,"Postal Supplies, Coins, Stamps, Stationery, Labels, Office Supplies, Office Equipment, Inks and Toners, Sticky Notes","Postal Services, Uk Parcel Delivery, International Parcel Delivery, Uk Mail Delivery, International Mail Delivery, Life Insurance, Car Insurance, Van Insurance, Motorcycle Insurance, Home Insurance, Pet Insurance, Business Insurance, Travel Insurance, Travel Money, Vehicle Tax, Parcel Delivery, Courier","Post Office, Mail Delivery, Postal Service, Ink and Toner, International UK Mail Delivery",NA,NA,11:00 - 13:00,Closed,Closed,Closed,Closed,Closed,Closed,https://api.scraperapi.com/?url=https%3A%2F%2Fufford-suffolk-coastal.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-17910192.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,Church Lane ,IP17 2PB,Saxmundham ,Suffolk England,01728 604713,NA,NA,www.postoffice.co.uk,"Postal Supplies, Coins, Stamps, Stationery, Labels, Office Supplies, Office Equipment, Inks and Toners, Sticky Notes","Postal Services, Uk Parcel Delivery, International Parcel Delivery, Uk Mail Delivery, International Mail Delivery, Life Insurance, Car Insurance, Van Insurance, Motorcycle Insurance, Home Insurance, Pet Insurance, Business Insurance, Travel Insurance, Travel Money, Vehicle Tax, Parcel Delivery, Courier","Post Office, Mail Delivery, Postal Service, Facilities for Hard of Hearing People, Ink and Toner, International UK Mail Delivery","Assisted wheelchair access, Facilities for the mobility impaired, Facilities for hard of hearing people., Induction loop available, Staff assistance available, Parent with pushchair access",NA,Closed,Closed,Closed,Closed,Closed,Closed,08:30 - 12:30,https://api.scraperapi.com/?url=https%3A%2F%2Fsaxmundham.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-16241395.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Cliff House Holidays,Minsmere Road ,IP17 3DQ,Dunwich ,Suffolk England,01728 648282,01728 648996,NA,www.cliffhouseholidays.co.uk,"alternative camping, caravan holiday homes, lodge holiday homes, self catering, self catering holidays, Coffee, Lunch","caravan insurance, storage and seasonal pitches, breakdown and recovery, caravan and motorhome security, motorhome insurance, delivery, catering, groups, kids, outdoor, reserve, takeout, waiter, walkins, Caravan Holiday Homes, Breakfast, Self-catering Holidays, Breakdown & Recovery","Caravanning, Camping Club, Campground, RV Park, Takeaway, Camping, Outdoors, Self-catering, Travel Companies, Waiters, Walkin, Lodge Holiday Home","breakfast, coffee, dinner, drinks, lunch",NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fdunwich.cylex-uk.co.uk%2Fcompany%2Fcliff-house-holidays-15815418.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,36 High Street,IP13 0QS,Woodbridge ,Suffolk England,01728 746201,NA,NA,www.postoffice.co.uk,"Postal Supplies, Coins, Stamps, Stationery, Labels, Office Supplies, Office Equipment, Inks and Toners, Sticky Notes","Drop & Go, Parcelforce Express Services, Vehicle Tax, Foreign Currency, Travel Insurance, Travel Money Card Plus, National Express - Tickets, Current Account - Servicing, Savings application forms, ATM - 24hr, Lotto prize payments, Lotto ticket sales, Courier","Post Office, Mail Delivery, Retailers, ATM 24hr, Current Account Servicing, Facilities for Hard of Hearing People, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets","Assisted wheelchair access, Facilities for the mobility impaired, Facilities for hard of hearing people., Induction loop available, Customer parking facilities, Staff assistance available, Low Reception/Information counters available., Parent with pushchair access",NA,08:30 - 17:30,08:30 - 17:30,08:30 - 13:00,Closed,08:30 - 17:30,08:30 - 17:30,08:30 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fwoodbridge.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-17910750.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barclays Bank,24 High Street,IP17 1AE,Saxmundham ,Suffolk England,0345 734 5345,NA,NA,www.saxmundham.org,NA,"barclays bank account, barclays personalised card, car insurance, credit cards, home insurance, instant cash isa, life insurance, personal loans, travel insurance","Financial Services, Bank, Credit Card",NA,NA,Closed,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fsaxmundham.cylex-uk.co.uk%2Fcompany%2Fbarclays-bank-13504285.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
HSBC Bank,20 High Street,IP17 1DB,Saxmundham ,Suffolk England,0345 740 4404,NA,NA,www.saxmundham.org,"loans, mortgages, credit cards, home insurance, travel insurance, car insurance","loans, mortgages, home insurance, travel insurance, car insurance","Bank, Mortgage Advice, Credit Card","disabled access, wi-fi, counter service, WiFi",NA,09:30 - 16:30,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fsaxmundham.cylex-uk.co.uk%2Fcompany%2Fhsbc-bank-13153691.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,Motor Company and Country Store,IP17 1QE,Snape ,Suffolk England,3457223344,NA,NA,www.postoffice.co.uk,"Postal Supplies, Coins, Stamps, Stationery, Labels, Office Supplies, Office Equipment, Inks and Toners, Sticky Notes","Parcelforce Express Services, Vehicle Tax, Travel Insurance, National Express - Tickets, Current Account - Servicing, Courier","Post Office, Mail Delivery, Current Account Servicing, Ink and Toner, National Express Tickets",NA,NA,09:00 - 12:30,09:00 - 12:30,Closed,Closed,09:00 - 12:30,09:00 - 12:30,09:00 - 12:30,https://api.scraperapi.com/?url=https%3A%2F%2Fsnape-suffolk-coastal.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-17910017.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,7 High Street ,IP17 1DF,Saxmundham ,Suffolk England,01728 633041,0345 722 3344,NA,www.postoffice.co.uk,NA,"Vehicle Tax, Travel Insurance, Current Account - Servicing, Courier","Post Office, Mail Delivery, Current Account Servicing, Facilities for Hard of Hearing People","Assisted wheelchair access, Non assisted wheelchair access, Facilities for the mobility impaired, Facilities for hard of hearing people., Induction loop available, Staff assistance available, Automatic doors present, Parent with pushchair access",NA,09:00 - 17:30,09:00 - 17:30,09:00 - 12:30,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fsaxmundham.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-16587223.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,119 High Street,IP15 5AA,Aldeburgh ,Suffolk England,01728 452755,NA,NA,www.postoffice.co.uk,"Postal Supplies, Coins, Stamps, Stationery, Labels, Office Supplies, Office Equipment, Inks and Toners, Sticky Notes","Drop & Go, Parcelforce Express Services, Passport Check & Send, Vehicle Tax, Foreign Currency, Travel Insurance, Travel Money Card Plus, National Express - Tickets, Current Account - Servicing, Savings application forms, Courier","Post Office, Mail Delivery, Current Account Servicing, Facilities for Hard of Hearing People, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets","Assisted wheelchair access, Non assisted wheelchair access, Facilities for the mobility impaired, Facilities for hard of hearing people., Induction loop available, Staff assistance available, Low Reception/Information counters available., Parent with pushchair access",NA,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,09:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,https://api.scraperapi.com/?url=https%3A%2F%2Faldeburgh.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-15655762.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Post Office Limited,62 Sizewell Road ,IP16 4AB,Leiston ,Suffolk England,01728 830564,NA,NA,www.postoffice.co.uk,"Postal Supplies, Coins, Stamps, Stationery, Labels, Office Supplies, Office Equipment, Inks and Toners, Sticky Notes","Drop & Go, Parcelforce Express Services, Passport Check & Send, Vehicle Tax, Foreign Currency - Euros only, Travel Insurance, Travel Money Card Plus, National Express - Tickets, Current Account - Servicing, Savings application forms, Lotto prize payments, Lotto ticket sales, Courier","Post Office, Mail Delivery, Retailers, Current Account Servicing, Facilities for Hard of Hearing People, Foreign Currency Euros Only, Low Reception/Information Counters Available, Ink and Toner, National Express Tickets","Assisted wheelchair access, Non assisted wheelchair access, Facilities for the mobility impaired, Facilities for hard of hearing people., Induction loop available, Staff assistance available, Low Reception/Information counters available., Parent with pushchair access",NA,08:30 - 17:30,08:30 - 17:30,08:30 - 13:00,Closed,08:30 - 17:30,08:30 - 17:30,08:30 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fleiston.cylex-uk.co.uk%2Fcompany%2Fpost-office-limited-16258497.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Richardsons Smokehouses,Baker's Lane,IP12 2LH,Orford ,Suffolk England,01394 450103,01394 450103,NA,www.richardsonssmokehouse.co.uk,NA,NA,"Takeaway, Food Shops",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Forford-suffolk-coastal.cylex-uk.co.uk%2Fcompany%2Frichardsons-smokehouses-13981620.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Zorbas Kebab House,"Zorba's Kebab House, Market Place ",IP17 1AG,Saxmundham ,Suffolk England,01728 604694,020 8687 9633,NA,zorbastakeaway.co.uk,NA,NA,"Takeaway, Fast Food",NA,NA,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 22:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,https://api.scraperapi.com/?url=https%3A%2F%2Fsaxmundham.cylex-uk.co.uk%2Fcompany%2Fzorbas-kebab-house-13680111.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Best Kebab,37 High Street ,IP16 4EL,Leiston ,Suffolk England,01728 832234,NA,NA,,NA,NA,Takeaway Food Shops,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fleiston.cylex-uk.co.uk%2Fcompany%2Fbest-kebab-12882552.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Seahawks,44 Sizewell Road ,IP16 4AB,Leiston ,Suffolk England,01728 830528,01728 830528,NA,www.seahawks.co.uk,NA,NA,"Takeaway, Takeaway Restaurant, Fish and Chips Takeaway, Sandwich Shop, Food Delivery",NA,NA,NA,NA,NA,Closed,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fleiston.cylex-uk.co.uk%2Fcompany%2Fseahawks-12811975.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Chinese Garden Chinese Takeaway,"46A, SIZEWELL ROAD ",IP16 4AB,Leiston ,Suffolk England,01728 830845,NA,NA,,NA,NA,"Takeaway, Chinese Takeaway",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fleiston.cylex-uk.co.uk%2Fcompany%2Fchinese-garden-chinese-takeaway-14278599.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Changs Garden,46A Sizewell Road ,IP16 4AB,Leiston ,Suffolk England,01728 830845,NA,NA,,NA,NA,Takeaway,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fleiston.cylex-uk.co.uk%2Fcompany%2Fchangs-garden-15901985.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Subway,"Sizewell Road, ",IP16 4AE,Leiston Suffolk ,En,01728 833767,NA,NA,http://www.subway.com,NA,NA,"Restaurants, Fast Food Restaurants, Sandwich Restaurants, Take-out Restaurants",NA,"Subway, Sandwich Restaurant, Fast Food Restaurant, Restaurant, Take Out Restaurant",07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,Open 24 Hours,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,https://api.scraperapi.com/?url=https%3A%2F%2Fleiston.cylex-uk.co.uk%2Fcompany%2Fsubway-26190250.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Dps Bar and Bbq Yard,106-108 HIGH STREET ,IP15 5AB,Aldeburgh ,Suffolk England,01728 453530,NA,NA,dpsbar.co.uk,"Coffee, Lunch, Outdoor Seating","delivery services, takes bookings, takeaway, table service, delivery, groups, kids, outdoor, reserve, takeout, waiter, walkins","Bookshop, Pubs, Restaurants, Bars, Thai Restaurant, Outdoors, Waiters, Walkin","good for groups or parties, good for children, outdoor seating, coffee, dinner, drinks, lunch",Chemists,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,12:00 - 24:00,https://api.scraperapi.com/?url=https%3A%2F%2Faldeburgh.cylex-uk.co.uk%2Fcompany%2Fdps-bar-and-bbq-yard-22979905.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
